id,vin,price,miles,stock_no,year,make,model,trim,body_type,vehicle_type,drivetrain,transmission,fuel_type,engine_size,engine_block,seller_name,street,city,state
c8efdd54-d85c,ZFF65LJA5A0172905,,7442,4778,2010,Ferrari,California,Base,Convertible,Car,RWD,Automatic,Premium Unleaded,4.3,V,maserati of greenwich,342 W Putnam Ave,Greenwich,CT
fc0759b6-f94f,3FADP4BE6FM158965,13988,39266,61925,2015,Ford,Fiesta,SE,Sedan,Car,FWD,Manual,Unleaded,1,I,mountain west auto,1220 Kietzke Ln,Reno,NV
be1b780b-24cb,1FMJU1J52EEF26676,19998,120579,X26676,2014,Ford,Expedition,XLT,SUV,Truck,4WD,Automatic,E85 / Unleaded,5.4,V,w-k family,3310 W Broadway Blvd,Sedalia,MO
6923ba49-e877,ZAM45VLA7J0260283,83895,20283,GP0772,2018,Maserati,GranTurismo,MC,Coupe,Car,RWD,Automatic,Premium Unleaded,4.7,V,maserati of long island,65 South Service Rd,Plainview,NY
dc414110-56b8,KL8CB6S99DC592338,6500,100384,EU592338,2013,Chevrolet,Spark,LS,Hatchback,Car,FWD,Automatic,Unleaded,1.2,I,heritage volkswagen catonsville,6624 Baltimore National Pike,Baltimore,MD
4f6c7ebe-4e68,WP1AF2A51LLB60446,99995,7769,SC210135A,2020,Porsche,Macan,Turbo,SUV,Truck,4WD,Manual,Premium Unleaded,2.9,V,galpin ford,15505 Roscoe Blvd,North Hills,CA
ae10edc9-212d,1FMJK2A59BEF23734,8400,246657,H202422,2011,Ford,Expedition,Limited,SUV,Truck,4WD,Automatic,E85 / Unleaded,5.4,V,don wood automotive,900 East State Street A,Athens,OH
fcb3b726-a8ad,JTHFN48Y120009532,23995,25230,,2002,Lexus,SC,430,Convertible,Car,RWD,Automatic,Premium Unleaded,4.3,V,dm motors llc,1705 East West Maple Road,Walled Lake,MI
0ae38962-a636,1GCSGAFXXC1165177,12900,163368,165177,2012,Chevrolet,Express Cargo,Work Van,Cargo Van,Truck,RWD,Automatic,Unleaded,4.3,V,ultimate car solutions,551 South Dixie Highway East,Pompano Beach,FL
22f1e806-640c,MAJ3P1TE6JC184758,19995,22199,J22357,2018,Ford,Ecosport,SE,Crossover,Truck,FWD,Automatic,Unleaded,1,I,key chrysler dodge ram of portsmouth,155 Greenleaf Ave,Portsmouth,NH
bf9d61d8-c466,1D7HE48P67S218509,12000,89200,PB16241A,2007,Dodge,Dakota,SLT,Pickup,Truck,RWD,Automatic,E85 / Unleaded,4.7,V,southern pines kia,10910 Hwy 15,Southern Pines,NC
9a2eb4b2-8b98,ML32F3FJ8KHF04413,10850,21660,P21287,2019,Mitsubishi,Mirage G4,ES,Sedan,Car,FWD,Manual,Unleaded,1.2,I,kingdom chevy,6603 South Western Avenue,Chicago,IL
5cfee61b-cedd,5LMJJ3J59EEL01415,24991,121812,PT19401A,2014,Lincoln,Navigator,Base,SUV,Truck,4WD,Automatic,E85 / Unleaded,5.4,V,crossroads ford prince george,4500 Whitehill Blvd.,Prince George,VA
79a7db50-498f,4JGDF7DE6JB128498,75999,31184,U7215,2018,Mercedes-Benz,GLS-Class,GLS550,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,lake keowee chrysler dodge jeep,10815 Clemson Blvd,Seneca,SC
3cd100ee-612b,WP1AB2AY4LDA28751,98860,4969,202024,2020,Porsche,Cayenne,S,SUV,Truck,4WD,Automatic,Premium Unleaded,2.9,V,manhattan motorcars,711 Eleventh Ave.,New York,NY
933928ff-7d77,ZHWUR2ZFXKLA12680,,3009,CS807D,2019,Lamborghini,Huracan,Base,Convertible,Car,RWD,Manual,Premium Unleaded,5.2,V,prestige imports,14780 Biscayne Blvd,Miami,FL
da17018f-1fdc,WBAKB8C57BCY66589,11850,132097,,2011,BMW,7 Series,750i,Sedan,Car,RWD,Automatic,Premium Unleaded,4.4,V,elite modern cars,9000 Pagewood Ln,Houston,TX
638a5e47-2e9a,1FMFU16537LA57269,13772,74143,21239A,2007,Ford,Expedition,XLT,SUV,Truck,4WD,Automatic,Unleaded,5.4,V,ramey auto group,Route 19 & 460,Princeton,WV
5139b4b1-9ab4,4JGDF7DE1HA787993,53888,48500,XH21075A,2017,Mercedes-Benz,GLS-Class,GLS550,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,hendrick bmw,6950 E Independence Blvd,Charlotte,NC
2046054e-6739,ZFF74UFA9E0199553,227585,12364,T1020,2014,Ferrari,F12berlinetta,Base,Coupe,Car,RWD,Automatic,Premium Unleaded,6.3,V,mclaren denver,1850 Lucent Court,Highlands Ranch,CO
b627d5bd-ea64,1GNES16S346152279,,228201,1 Photo,2004,Chevrolet,TrailBlazer,LS,SUV,Truck,RWD,Automatic,Unleaded,4.2,I,ramsey motor company - north lot,1411 Hwy 62 65 N,Harrison,AR
eb873436-b69d,4JGBF7BE2CA764192,13696,126774,CU2058,2012,Mercedes-Benz,GL-Class,GL450,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,carstous,3329 Jefferson Davis Highway,Stafford,VA
875383b2-f9ae,5UXKR6C51J0U15224,47000,51530,PS5692,2018,BMW,X5,xDrive50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,five star cadillac,495 Watson Blvd,Warner Robins,GA
07cf420f-12c4,MAJ3S2FE8KC272485,15991,49485,610390A,2019,Ford,Ecosport,S,Crossover,Truck,FWD,Automatic,Unleaded,1,I,red mccombs automotive,12102 I-35,San Antonio,TX
cddaf3f7-a1f8,3C6MR5AJ9KG666730,,254,D6730,2019,RAM,Ram 2500 Pickup,Tradesman,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,tony domiano chrysler dodge jeep,Rt 6 Scranton-carbondale Hwy,Eynon,PA
cb802903-e5f5,3C6MR5AJ7JG332310,,50445,N0314,2018,RAM,Ram 2500 Pickup,Tradesman,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,auto sense,282 N. Broadway,Salem,NH
92b84555-1bf9,3C6UR5JJ8HG539296,41989,56576,2539296,2017,RAM,Ram 2500 Pickup,Big Horn,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,corwin automotive group,201 40Th Street South,Fargo,ND
7e9f4a57-29b7,MAJ3S2FE2KC266309,16981,17500,T979656A,2019,Ford,Ecosport,S,Crossover,Truck,FWD,Automatic,Unleaded,1,I,crossroads ford group,11124 Capital Blvd.,Wake Forest,NC
8bfa896b-20c3,WBA6D4C5XGD976977,34991,62020,S0C229A,2016,BMW,6 Series,650i,Coupe,Car,RWD,Automatic,Premium Unleaded,4.4,V,west point lincoln of sugar land,11833 Southwest Freeway,Houston,TX
c7b4d193-f9e4,2G1WW12M3X9239338,,140219,W4012B,1999,Chevrolet,Monte Carlo,LS,Coupe,Car,FWD,Automatic,Unleaded,3.1,V,"roland rich ford, inc.",915 E 4Th Street,Delavan,IL
35e0cea7-e7bb,1D4HB38N95F574568,,148288,AU574568,2005,Dodge,Durango,SXT,SUV,Truck,4WD,Automatic,Unleaded,4.7,V,heritage volkswagen,9808 Reisterstown Rd,Owings Mills,MD
13bceef7-9e5f,WBA6D6C5XJG388904,64990,20466,ND10994A,2018,BMW,6 Series Gran Coupe,650i,Coupe,Car,4WD,Automatic,Premium Unleaded,4.4,V,westgate chrysler jeep dodge ram,6421 Old Westgate Rd,Raleigh,NC
9d4ce99b-0ab9,2C3LA73W66H396446,,125393,,2006,Chrysler,300,C SRT8,Sedan,Car,RWD,Automatic,Premium Unleaded,6.1,V,mr. car auto sales,2304 West Lewis Street,Pasco,WA
9e0e4fdf-7261,ZFF65LJA0B0181173,109888,34792,R3959,2011,Ferrari,California T,Base,Convertible,Car,RWD,Automatic,Premium Unleaded,4.3,V,westgate kia,10956 Star Rd,Wake Forest,NC
fdf701eb-fd1b,JTJBT20XX80150733,20980,136133,WP80150733,2008,Lexus,GX,470,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,mcdonald hyundai,6500 S Broadway,Littleton,CO
dea4f9b6-553c,WBABC4C59KBU96418,95991,9809,1K5285,2019,BMW,8 Series,Base,Coupe,Car,4WD,Automatic,Unleaded,4.4,V,parks chevrolet charlotte,8530 Ikea Boulevard,Charlotte,NC
24fc192d-7334,4JGDF7CE0EA319119,,71593,G052202A,2014,Mercedes-Benz,GL-Class,GL450,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,fitzmall,1021 E Chestnut St,Chilton,WI
05b8583c-e878,5TDZT34AX2S087442,,233295,19857,2002,Toyota,Sequoia,SR5,SUV,Truck,RWD,Automatic,Unleaded,4.7,V,jones motor company,1815 Pass Rd,Biloxi,MS
f891ca5f-2f7c,2G1WC583189157804,50000,,,2008,Chevrolet,Impala,LT,Sedan,Car,FWD,Automatic,E85 / Unleaded,3.9,V,delta auto & shipping,4811 Pembroke Road,Hollywood,FL
9b016f36-2b42,4JGBF7BE5BA642120,13999,128573,642120,2011,Mercedes-Benz,GL-Class,GL450,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,lithia vip,150 N. Bartlett St.,Medford,OR
858d41c4-46cd,5UXKR6C30H0U13473,43990,24024,2000904022,2017,BMW,X5,xDrive50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,carvana kansas city,2000 Dealer Dr,Newburgh,NY
2da4868f-6010,ZAM45VLA9J0255845,80995,18651,J0255845,2018,Maserati,GranTurismo,MC,Coupe,Car,RWD,Automatic,Premium Unleaded,4.7,V,piazza honda of springfield,780 Baltimore Pike,Springfield,PA
cf9cf804-38b3,WBA7F0C58GGL99484,39866,67377,M14696A,2016,BMW,7 Series,750i,Sedan,Car,RWD,Automatic,Premium Unleaded,4.4,V,rick hendrick toyota sandy springs,6475 Roswell Road Ne,Atlanta,GA
dc8d9dd5-833b,5LMJJ3J58AEJ04665,7897,223575,4T210143B,2010,Lincoln,Navigator,Base,SUV,Truck,4WD,Automatic,E85 / Unleaded,5.4,V,mills toyota,3700 Highway 71 South,Willmar,MN
dcfa0a07-86c2,WUAKBAFX3L7901486,208999,2646,TA901486,2020,Audi,R8,Performance,Coupe,Car,4WD,Manual,Premium Unleaded,5.2,V,jaguar naples,900 Tamiami Trl N,Naples,FL
56add351-434f,5GZCZ23D93S846082,2699,185723,10214,2003,Saturn,VUE,Base,SUV,Truck,FWD,Manual,Unleaded,2.2,I,d&d automotive and sales,1015 Riverview Rd,Rock Hill,SC
c08eeb5f-5da4,1FD9W4HY5KEF61867,59960,14114,210242A,2019,Ford,F-450 Super Duty Chassis Cab,XL,Chassis Cab,Truck,4WD,Automatic,Unleaded,6.8,V,hertrich toyota,1367 Bay Road,Milford,DE
a5efaa8c-e29c,ZFF65TJA3D0194535,109917,17789,D0194535,2013,Ferrari,California,Base,Convertible,Car,RWD,Automatic,Premium Unleaded,4.3,V,palmetto alfa romeo,13110 Biscayne Blvd,Miami,FL
5769a8f4-c5d8,1G1YY26E965106154,42911,19796,BP9471A,2006,Chevrolet,Corvette,Z06,Coupe,Car,RWD,Manual,Premium Unleaded,7,V,bosak kia,241 Melton Road,Burns Harbor,IN
b26bfd9d-82b7,WAURV78T59A051241,10495,142450,ATC1609,2009,Audi,S5,Base,Coupe,Car,4WD,Automatic,Premium Unleaded,4.2,V,auto connect,4250 Greenspring Avenue,Baltimore,MD
83a240c4-38df,3C6TR5EJ6JG277757,57640,10210,G277757,2018,RAM,Ram 2500 Pickup,Power Wagon,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,black automotive group,831 Salisbury Rd,Statesville,NC
b81dc407-a9a7,1GCWGFBA1D1158796,11000,192336,F8948A,2013,Chevrolet,Express Cargo,Work Van,Cargo Van,Truck,RWD,Automatic,E85 / Unleaded,4.8,V,uebelhor and sons chevrolet jasper,972 Wernsing Rd,Jasper,IN
b713a39e-2f49,MAJ3S2GE3KC273607,19699,20643,KC273607,2019,Ford,Ecosport,SE,Crossover,Truck,FWD,Automatic,Unleaded,1,I,autonation hyundai columbus,3000 North Lake Parkway,Columbus,GA
3bdff15f-451b,ZAM45VLA9J0255845,80995,18651,J0255845,2018,Maserati,GranTurismo,MC,Coupe,Car,RWD,Automatic,Premium Unleaded,4.7,V,piazza acura of west chester,1350 Wilmington Pike,West Chester,PA
31123b9e-81dd,WDBSK71F28F140833,13495,106276,140833,2008,Mercedes-Benz,SL-Class,SL550,Roadster,Car,RWD,Automatic,Premium Unleaded,5.5,V,ava auto sales inc,6432 Long Beach Blvd,Long Beach,CA
01abce68-4ccc,WP0AB2A87FK181299,61995,11406,MP2999A,2015,Porsche,Cayman,GTS,Coupe,Car,RWD,Automatic,Premium Unleaded,3.4,H,mercedes-benz of tacoma,1701 Alexander Avenue E,Fife,WA
f76ac37c-956b,SCBBG7ZH7JC003907,,8408,12708,2018,Bentley,Mulsanne,Speed,Sedan,Car,RWD,Automatic,Premium Unleaded,6.8,V,usi motors,121 Gallaher View Rd South,Knoxville,TN
2085c8a6-162f,KL8CA6S9XEC491250,7426,67674,F10315A,2014,Chevrolet,Spark,LS,Hatchback,Car,FWD,Manual,Unleaded,1.2,I,baumann chevrolet genoa,22215 W St Rte 51,Genoa,OH
3dc2c42b-aae8,4JGDA7EB8EA315014,37822,67027,P5782,2014,Mercedes-Benz,M-Class,ML63 AMG®,SUV,Truck,4WD,Automatic,Premium Unleaded,5.5,V,ken stoepel ford,400 Sidney Baker S,Kerrville,TX
18a06a21-1b2c,3C6UR5DJ2KG663602,50000,43855,KG663602A,2019,RAM,Ram 2500 Pickup,Big Horn,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,all american chrysler dodge jeep ram fiat of san angelo,4310 Sherwood Way,San Angelo,TX
8b860023-f703,3C63R3CJ1HG528833,40999,39963,M210596A,2017,RAM,Ram 3500 Pickup,Tradesman,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,bosak nissan,220 Verplank Road,Chesterton,IN
7865b20d-8f93,JHMZE2H54AS022236,,4200,,2010,Honda,Insight,LX,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.3,I,benz & beamer,Po Box 1865,Tustin,CA
65ec10c2-3752,3C6UR5CJ0GG291783,42995,49443,G515628A,2016,RAM,Ram 2500 Pickup,Tradesman,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,safford ford lincoln of salisbury,1902 North Salisbury Blvd.,Salisbury,MD
5d47270f-910a,1FTWW31R48EC91625,24990,144535,PCAC91625,2008,Ford,F-350 Super Duty,Lariat,Pickup,Truck,4WD,Manual,Diesel,6.4,V,mark wahlberg chevrolet service,3900 West Broad Street,Columbus,OH
84f4df5d-7599,1GTP6FE19K1208943,39741,52523,VXM08943,2019,GMC,Canyon,All Terrain,Pickup,Truck,4WD,Automatic,Diesel,2.8,I,jackie cooper mini,14201 Broadway Ext,Edmond,OK
99fc7285-d1e0,1FDWE3FN0MDC25352,50800,208,FN2130A,2021,Ford,E-Series Cutaway,Base,Cutaway,Truck,RWD,Automatic,Unleaded,7.3,V,mcgovern hyundai,240 Manley St,Brockton,MA
26d389d6-4027,WDBRF81J44F460310,5995,162985,,2004,Mercedes-Benz,C-Class,C240 4Matic,Sedan,Car,4WD,Automatic,Premium Unleaded,2.6,V,the car company,3015 S Valley View Blvd,Las Vegas,NV
9eb07a5e-e98d,ZACNJBC16KPK02581,26984,7453,D8516,2019,Jeep,Renegade,Trailhawk,SUV,Truck,4WD,Automatic,Unleaded,1.3,I,d-patrick motoplex - audi,200 N Green River Rd,Evansville,IN
fc33bc04-f4d4,3C6UR5JJ0LG145641,,29784,V4883,2020,RAM,Ram 2500 Pickup,Big Horn,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,honda of bemidji,755 Paul Bunyan Dr Nw,Bemidji,MN
5c714e8c-9abd,5UXKU6C33H0S99628,41995,77870,S99628,2017,BMW,X6,xDrive50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,highline motor cars,1889 Route 38,Southampton,NJ
51d89047-9eb1,ML32A3HJXHH018185,10644,15592,VP018185,2017,Mitsubishi,Mirage,ES,Hatchback,Car,FWD,Manual,Unleaded,1.2,I,lokey subaru of port richey,11613 U.s. Highway 19 N,Port Richey,FL
5dbeda23-606d,3GNDA13D26S620523,5495,115180,G240530A,2006,Chevrolet,HHR,LS,Mini Mpv,Car,FWD,Manual,Unleaded,2.2,I,peterson auto group,9101 W Fairview Ave,Boise,ID
6ba208a8-cfcf,3C6UR5HJ1FG520656,32500,115848,FG520656,2015,RAM,Ram 2500 Pickup,Tradesman,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,dallas dodge chrysler jeep ram,11550 Lbj Fwy,Dallas,TX
b57ce792-f37f,4JGDF7CE3DA181445,25990,68678,2000924520,2013,Mercedes-Benz,GL-Class,GL450,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,carvana kansas city,600 Creek Road,Delanco,NJ
0e1e49b4-5778,5YMKT6C54J0Y83619,75996,23858,P2410,2018,BMW,X5 M,Base,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,east bay mini,4340 Rosewood Dr,Pleasanton,CA
c274e539-9ab5,MAJ3P1RE0JC176839,14066,25641,P8473,2018,Ford,Ecosport,S,Crossover,Truck,FWD,Automatic,Unleaded,1,I,ken grody ford - carlsbad,5555 Paseo Del Norte,Carlsbad,CA
82cb2566-796c,1FDFE4FS4HDC61840,28817,11225,RM61281,2017,Ford,E-Series Cutaway,Base,Cutaway,Truck,RWD,Automatic,Unleaded,6.8,V,quirk mitsubishi,162 Haskell Road,Bangor,ME
c2a39ebf-e01f,3C6UR5SJ5LG283044,69995,13350,CJ14765,2020,RAM,Ram 2500 Pickup,Laramie Limited,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,clay cooley used cars of dallas,700 East Airport Freeway,Irving,TX
dd32f3b7-7a38,2G4WS52J321247295,,74680,247295,2002,Buick,Century,Custom,Sedan,Car,FWD,Automatic,Unleaded,3.1,V,absolute autos,1469 Edgewood Drive,Mount Airy,NC
d6085daa-7f1f,WUAC6AFR3DA902443,,89013,A4269,2013,Audi,RS 5,Base,Coupe,Car,4WD,Automatic,Premium Unleaded,4.2,V,zeigler fiat of grandville,4200 Parkway Place Dr.,Grandville,MI
34d7a2b9-cef1,WDDXJ8FB7HA028084,73990,29465,28084,2017,Mercedes-Benz,S-Class,S550,Coupe,Car,4WD,Automatic,Premium Unleaded,4.7,V,autos of dallas,4472 W Plano Parkway,Plano,TX
012efe39-b86f,JTHFN48Y520005015,25987,37491,PS05015,2002,Lexus,SC,430,Convertible,Car,RWD,Automatic,Premium Unleaded,4.3,V,hendrick honda of easley,4609 Calhoun Memorial Hwy,Easley,SC
17ba8726-c76a,4JGDF7DE9KB224336,73500,14496,160421A,2019,Mercedes-Benz,GLS-Class,GLS550,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,sewell lincoln,4400 Parks Legado Road,Odessa,TX
a7464578-0fb4,2FMZA52214BA55556,3295,184087,10251,2004,Ford,Freestar,SEL,Minivan,Truck,FWD,Automatic,Unleaded,4.2,V,k & j auto sales,904 S Cumberland St,Morristown,TN
21c039e3-ff5b,3C7WRKAJ2JG207301,79950,2312,207301,2018,RAM,Ram 4500 Chassis Cab,Tradesman,Chassis Cab,Truck,RWD,Automatic,Unleaded,6.4,V,rick's auto marketing center south,1207 N Dixie Freeway,New Smyrna,FL
769f01d4-1e60,2G1WF52E939410166,,103085,CH21184A,2003,Chevrolet,Impala,Base,Sedan,Car,FWD,Automatic,Unleaded,3.4,V,key honda of rutland,211 Route 7 S,Rutland,VT
13d66a2a-0489,1C4SDJGJ0JC292184,54259,59346,21378A,2018,Dodge,Durango,SRT,SUV,Truck,4WD,Automatic,Premium Unleaded,6.4,V,carfare summerville,200 Old Trolley Road,Summerville,SC
7b549623-0836,3GNBABFW2BS659293,6249,75479,659293M,2011,Chevrolet,HHR,LT,Mini Mpv,Car,FWD,Manual,E85 / Unleaded,2.2,I,,,,
4fd32aab-f50f,1G4HJ5EM2BU120608,8950,126877,PBT03471,2011,Buick,Lucerne,CXL Premium,Sedan,Car,FWD,Automatic,E85 / Unleaded,3.9,V,pony express chevrolet buick,420 South Lake Avenue,Gothenburg,NE
e2820718-220b,WP0CA29901S655014,25995,53602,P22221,2001,Porsche,911,Carrera,Convertible,Car,RWD,Manual,Premium Unleaded,3.4,H,rick hendrick chrysler dodge jeep ram duluth,2473 Pleasant Hill Rd,Duluth,GA
b1651b45-be1c,ML32F3FJ6HHF14320,8799,49376,,2017,Mitsubishi,Mirage G4,ES,Sedan,Car,FWD,Manual,Unleaded,1.2,I,lumberton kia,5035 Dawn Drive,Lumberton,NC
75ef0cf5-8de0,WBA7F0C57KGM25355,61996,12641,M25355,2019,BMW,7 Series,750i,Sedan,Car,RWD,Automatic,Premium Unleaded,4.4,V,sonic automotive concierge,4401 Colwick Road,Charlotte,NC
392ce9b0-1803,3C6UR5CJ7JG255712,38995,41764,C31184,2018,RAM,Ram 2500 Pickup,Tradesman,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,fox chrysler dodge jeep inc,346 Grant Avenue Rd,Auburn,NY
ac3d093d-9976,5UXKR6C51J0U15238,52977,42302,PN5671,2018,BMW,X5,xDrive50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,bmw of kansas city south,1200 W. 104th St,Kansas City,MO
97685609-bf74,1C4SDJGJ8JC291011,,50026,D19984,2018,Dodge,Durango,SRT,SUV,Truck,4WD,Automatic,Premium Unleaded,6.4,V,nissan of sacramento,2820 Auburn Blvd,Sacramento,CA
5bd1ddbe-1a8e,MAJ3S2KE9LC312337,21500,917,F31756,2020,Ford,Ecosport,Titanium,Crossover,Truck,FWD,Automatic,Unleaded,1,I,zeck ford,4501 S. 4th St,Leavenworth,KS
28d9ef84-214d,1GKDT13S752169170,8995,,P5176D,2005,GMC,Envoy,SLT,SUV,Truck,4WD,Automatic,Unleaded,4.2,I,lewis ford of dodge city,200 Military,Dodge City,KS
5d571c45-c0ff,1A8HX58N18F107068,,0,84692A,2008,Chrysler,Aspen,Limited,SUV,Truck,RWD,Automatic,Unleaded,4.7,V,motor city usa,4101 E. 42nd Street,Odessa,TX
aa2ab85f-679f,MAJ3P1RE9JC160977,16495,35783,PC160977,2018,Ford,Ecosport,S,Crossover,Truck,FWD,Automatic,Unleaded,1,I,north park lincoln certified pre-owned,9807 San Pedro Avenue,San Antonio,TX
ab12294c-8568,3C6UR5MJ2EG303153,40199,64488,EG303153U,2014,RAM,Ram 2500 Pickup,SLT,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,lithia auto stores,150 North Bartlett,Medford,OR
20a205d2-9274,3C6UR5CJ7HG763723,32474,82863,M763723,2017,RAM,Ram 2500 Pickup,Tradesman,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,cooper auto group training center,14349 North Kelley Avenue,Edmond,OK
242187af-078c,3GNDA23D08S542476,,239275,8S542476F,2008,Chevrolet,HHR,LT,Mini Mpv,Car,FWD,Automatic,Unleaded,2.2,I,expressway ford of mount vernon,3800 East Highway 62,Mount Vernon,IN
baff33e1-b030,3C6TR5EJ5LG284959,63253,5881,6284959,2020,RAM,Ram 2500 Pickup,Power Wagon,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,corwin ford tri-cities,1225 North Autoplex Way,Pasco,WA
45abaf6e-b2f9,5YMKT6C50H0R79564,58999,33430,,2017,BMW,X5,M,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,performance motors,53 North State Street,Lindon,UT
8ec32d92-84e8,WP0CA2A87CS710256,39721,41683,PS710256,2012,Porsche,Boxster,Base,Roadster,Car,RWD,Manual,Premium Unleaded,2.9,H,gary yeomans honda,752 N Tomoka Farms Rd,Daytona Beach,FL
61da260d-b50d,MAJ3P1TE2JC164197,18592,27271,J22303,2018,Ford,Ecosport,SE,Crossover,Truck,FWD,Automatic,Unleaded,1,I,key chevrolet of white river,32 Key Auto Dr,White River Junction,VT
1706958a-40b6,1G8ZH5287YZ167280,,195766,YZ167280,2000,Saturn,S-Series,SL1,Sedan,Car,FWD,Automatic,Unleaded,1.9,I,runde chevrolet buick gmc,885 U.s. 151 Business,Platteville,WI
b1d5dad7-5a9c,WDBNG83J85A447647,8900,161000,A447647,2005,Mercedes-Benz,S-Class,S430,Sedan,Car,4WD,Automatic,Premium Unleaded,4.3,V,thomasville elite autos,914 Randolph Street,Thomasville,NC
cbeaa86d-a352,KL8CD6S95EC592090,6500,102272,K8112A,2014,Chevrolet,Spark,1LT,Hatchback,Car,FWD,Automatic,Unleaded,1.2,I,steven kia,3340 South Main St,Harrisonburg,VA
ec815920-b8d1,1GCWGFCA2E1184940,18495,90582,8360,2014,Chevrolet,Express Cargo,Work Van,Cargo Van,Truck,RWD,Automatic,E85 / Unleaded,4.8,V,conway imports,615 E. Lake Street,Streamwood,IL
6f5b8f71-3fea,1FMFU175X7LA57493,,,7LA57483B,2007,Ford,Expedition,Eddie Bauer,SUV,Truck,RWD,Automatic,Unleaded,5.4,V,twin city dealerships,3046 Highway A,Alcoa,TN
9c2ccf81-e475,2FMZA52236BA54315,,0,c038414,2006,Ford,Freestar,SEL,Minivan,Truck,FWD,Automatic,Unleaded,4.2,V,massa auto pawn & sales,3025 North Freeway Road,Pueblo,CO
7c8442da-924b,JHMZE2H79AS017180,,,V21155A,2010,Honda,Insight,EX,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.3,I,schworer volkswagen,3301 Schworer Drive,Lincoln,NE
8dc06c4f-3db3,3C6UR5DJXKG544969,44995,20048,M25067,2019,RAM,Ram 2500 Pickup,Big Horn,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,don bessette hyundai,1715 North Broadway,Minot,ND
cd5c2389-14ce,WDBTK76G15T051631,19900,57639,V15491,2005,Mercedes-Benz,CLK-Class,CLK55,Convertible,Car,RWD,Automatic,Premium Unleaded,5.4,V,tynan's volkswagen,700 South Havana,Aurora,CO
adc4267e-020c,1GTP6FE16M1123464,,3673,GP373,2021,GMC,Canyon,AT4,Pickup,Truck,4WD,Automatic,Diesel,2.8,I,richland chrysler jeep dodge ram,1309 Se Main St,Roswell,NM
0e68baf5-f535,5UXKR6C52G0J82821,34987,43300,G0J82821,2016,BMW,X5,xDrive50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,sandia bmw,6001 Pan American Fwy,Albuquerque,NM
45e28686-299e,5UXKR6C50J0U14579,48900,43082,430425A,2018,BMW,X5,xDrive50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,bmw of omaha,14800 Davenport St,Omaha,NE
eae06168-c23b,MAJ3P1TE2JC210367,19981,19021,C11018X,2018,Ford,Ecosport,SE,Crossover,Truck,FWD,Automatic,Unleaded,1,I,crossroads cars,11124 Capital Blvd,Wake Forest,NC
be433177-7690,WP0AE2A76JL177293,84575,11300,JL177293,2018,Porsche,Panamera,4 E-Hybrid,Hatchback,Car,4WD,Manual,Electric / Premium Unleaded,2.9,V,mclaren philadelphia,1631 W Chester Pike,West Chester,PA
a51f70d6-e35f,1G2NE52F45M251548,4000,141698,P2494A,2005,Pontiac,Grand Am,SE,Sedan,Car,FWD,Manual,Unleaded,2.2,I,subaru of corvallis,800 Nw 5th St,Corvallis,OR
ad6e7e96-4d62,1G1ND52F25M129813,5977,168629,14016,2005,Chevrolet,Classic,Base,Sedan,Car,FWD,Automatic,Unleaded,2.2,I,city auto wholesale,13305 Se Mcloughlin,Milwaukie,OR
21575a1d-8191,1GKDT13S372220215,7995,113021,EW220215,2007,GMC,Envoy,SLT,SUV,Truck,4WD,Automatic,Unleaded,4.2,I,herzog-meier auto center,4275 Sw 139th Way,Beaverton,OR
